# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1679       5.092160173145e-11       2.093861468601e-12      -3.833709145769e-12       8.826933031480e-15       7.457999281150e-16       1.458054475108e-17       3.144873739408e-17 
 1680       5.094727975022e-11       2.079740921352e-12      -3.843198855375e-12       8.820653102738e-15       7.439283801158e-16       1.416348567661e-17       3.119440078340e-17 
 1681       5.097349197319e-11       2.065566357355e-12      -3.851867569243e-12       8.814403950374e-15       7.420624004842e-16       1.375739337457e-17       3.093832076868e-17 
 1682       5.100018672594e-11       2.051342113905e-12      -3.859719839715e-12       8.808184574552e-15       7.402019735848e-16       1.336212728921e-17       3.068052980916e-17 
 1683       5.102731208122e-11       2.037072549294e-12      -3.866760251372e-12       8.801993970027e-15       7.383470835878e-16       1.297754604798e-17       3.042106053507e-17 
 1684       5.105481585858e-11       2.022762042848e-12      -3.872993421086e-12       8.795831126143e-15       7.364977144689e-16       1.260350746022e-17       3.015994574786e-17 
 1685       5.108264562397e-11       2.008414994953e-12      -3.878423998075e-12       8.789695026816e-15       7.346538500086e-16       1.223986851594e-17       2.989721842048e-17 
 1686       5.111074868941e-11       1.994035827091e-12      -3.883056663958e-12       8.783584650531e-15       7.328154737921e-16       1.188648538443e-17       2.963291169762e-17 
 1687       5.113907211255e-11       1.979628981870e-12      -3.886896132804e-12       8.777498970333e-15       7.309825692088e-16       1.154321341307e-17       2.936705889599e-17 
 1688       5.116756269633e-11       1.965198923052e-12      -3.889947151187e-12       8.771436953816e-15       7.291551194519e-16       1.120990712598e-17       2.909969350456e-17 
 1689       5.119616698859e-11       1.950750135589e-12      -3.892214498240e-12       8.765397563119e-15       7.273331075184e-16       1.088642022274e-17       2.883084918485e-17 
 1690       5.122483128168e-11       1.936287125652e-12      -3.893702985708e-12       8.759379754911e-15       7.255165162081e-16       1.057260557713e-17       2.856055977115e-17 
 1691       5.125350161210e-11       1.921814420660e-12      -3.894417458000e-12       8.753382480390e-15       7.237053281238e-16       1.026831523579e-17       2.828885927082e-17 
 1692       5.128212376011e-11       1.907336569317e-12      -3.894362792242e-12       8.747404685270e-15       7.218995256707e-16       9.973400417004e-18       2.801578186454e-17 
 1693       5.131064324937e-11       1.892858141638e-12      -3.893543898331e-12       8.741445309773e-15       7.200990910560e-16       9.687711509327e-18       2.774136190655e-17 
 1694       5.133900534651e-11       1.878383728983e-12      -3.891965718991e-12       8.735503288620e-15       7.183040062889e-16       9.411098070362e-18       2.746563392494e-17 
 1695       5.136715506081e-11       1.863917944089e-12      -3.889633229818e-12       8.729577551027e-15       7.165142531795e-16       9.143408825439e-18       2.718863262189e-17 
 1696       5.139503714378e-11       1.849465421097e-12      -3.886551439344e-12       8.723667020690e-15       7.147298133392e-16       8.884491666337e-18       2.691039287393e-17 
 1697       5.142259608881e-11       1.835030815588e-12      -3.882725389080e-12       8.717770615782e-15       7.129506681799e-16       8.634193649989e-18       2.663094973222e-17 
 1698       5.144977613077e-11       1.820618804613e-12      -3.878160153576e-12       8.711887248941e-15       7.111767989138e-16       8.392360997198e-18       2.635033842281e-17 
 1699       5.147652124564e-11       1.806234086723e-12      -3.872860840472e-12       8.706015827263e-15       7.094081865531e-16       8.158839091347e-18       2.606859434686e-17 
 1700       5.150277515011e-11       1.791881382000e-12      -3.866832590551e-12       8.700155252295e-15       7.076448119093e-16       7.933472477107e-18       2.578575308094e-17 
 1701       5.152848130125e-11       1.777565432093e-12      -3.860080577790e-12       8.694304420023e-15       7.058866555933e-16       7.716104859152e-18       2.550185037731e-17 
 1702       5.155358289608e-11       1.763291000241e-12      -3.852610009417e-12       8.688462220867e-15       7.041336980146e-16       7.506579100869e-18       2.521692216412e-17 
 1703       5.157802287121e-11       1.749062871313e-12      -3.844426125964e-12       8.682627539671e-15       7.023859193815e-16       7.304737223068e-18       2.493100454570e-17 
 1704       5.160174390247e-11       1.734885851832e-12      -3.835534201316e-12       8.676799255693e-15       7.006432997000e-16       7.110420402692e-18       2.464413380285e-17 
 1705       5.162468840451e-11       1.720764770013e-12      -3.825939542768e-12       8.670976242602e-15       6.989058187741e-16       6.923468971533e-18       2.435634639306e-17 
 1706       5.164679853046e-11       1.706704475789e-12      -3.815647491077e-12       8.665157368463e-15       6.971734562050e-16       6.743722414939e-18       2.406767895078e-17 
 1707       5.166801617148e-11       1.692709840843e-12      -3.804663420515e-12       8.659341495732e-15       6.954461913910e-16       6.571019370524e-18       2.377816828769e-17 
 1708       5.168828295647e-11       1.678785758642e-12      -3.792992738922e-12       8.653527481246e-15       6.937240035270e-16       6.405197626884e-18       2.348785139296e-17 
 1709       5.170754025161e-11       1.664937144467e-12      -3.780640887760e-12       8.647714176219e-15       6.920068716043e-16       6.246094122303e-18       2.319676543350e-17 
 1710       5.172572916004e-11       1.651168935444e-12      -3.767613342164e-12       8.641900426225e-15       6.902947744100e-16       6.093544943468e-18       2.290494775423e-17 
 1711       5.174279052144e-11       1.637486090574e-12      -3.753915611000e-12       8.636085071199e-15       6.885876905267e-16       5.947385324177e-18       2.261243587834e-17 
 1712       5.175866491168e-11       1.623893590768e-12      -3.739553236912e-12       8.630266945423e-15       6.868855983323e-16       5.807449644053e-18       2.231926750756e-17 
 1713       5.177329264242e-11       1.610396438873e-12      -3.724531796378e-12       8.624444877518e-15       6.851884759995e-16       5.673571427252e-18       2.202548052238e-17 
 1714       5.178662054769e-11       1.596999209874e-12      -3.708857930722e-12       8.618617767152e-15       6.834963031020e-16       5.545610677543e-18       2.173111218231e-17 
 1715       5.179862240765e-11       1.583704697223e-12      -3.692542448659e-12       8.612784815895e-15       6.818090654482e-16       5.423536141294e-18       2.143619671845e-17 
 1716       5.180927869845e-11       1.570515255015e-12      -3.675597250340e-12       8.606945298316e-15       6.801267502880e-16       5.307343744159e-18       2.114076772085e-17 
 1717       5.181856982095e-11       1.557433246785e-12      -3.658034298892e-12       8.601098485446e-15       6.784493447096e-16       5.197029318279e-18       2.084485893696e-17 
 1718       5.182647610065e-11       1.544461045522e-12      -3.639865620515e-12       8.595243644766e-15       6.767768356396e-16       5.092588602111e-18       2.054850427182e-17 
 1719       5.183297778758e-11       1.531601033682e-12      -3.621103304577e-12       8.589380040207e-15       6.751092098424e-16       4.994017240251e-18       2.025173778832e-17 
 1720       5.183805505620e-11       1.518855603203e-12      -3.601759503708e-12       8.583506932142e-15       6.734464539199e-16       4.901310783264e-18       1.995459370742e-17 
 1721       5.184168800529e-11       1.506227155511e-12      -3.581846433898e-12       8.577623577384e-15       6.717885543113e-16       4.814464687512e-18       1.965710640836e-17 
 1722       5.184385665788e-11       1.493718101542e-12      -3.561376374589e-12       8.571729229174e-15       6.701354972930e-16       4.733474314977e-18       1.935931042890e-17 
 1723       5.184454096108e-11       1.481330861748e-12      -3.540361668771e-12       8.565823137185e-15       6.684872689777e-16       4.658334933092e-18       1.906124046557e-17 
 1724       5.184372078606e-11       1.469067866114e-12      -3.518814723079e-12       8.559904547507e-15       6.668438553148e-16       4.589041714567e-18       1.876293137385e-17 
 1725       5.184137592789e-11       1.456931554168e-12      -3.496748007888e-12       8.553972702650e-15       6.652052420898e-16       4.525589737213e-18       1.846441816847e-17 
 1726       5.183748610545e-11       1.444924374997e-12      -3.474174057406e-12       8.548026841533e-15       6.635714149238e-16       4.467973983776e-18       1.816573602354e-17 
 1727       5.183203096135e-11       1.433048787256e-12      -3.451105469771e-12       8.542066199482e-15       6.619423592735e-16       4.416189341756e-18       1.786692027286e-17 
 1728       5.182499006179e-11       1.421307259186e-12      -3.427554907146e-12       8.536090008221e-15       6.603180604308e-16       4.370230603239e-18       1.756800641014e-17 
 1729       5.181634289651e-11       1.409702268622e-12      -3.403535095814e-12       8.530097495872e-15       6.586985035227e-16       4.330092464723e-18       1.726903008916e-17 
 1730       5.180606887863e-11       1.398236303009e-12      -3.379058826273e-12       8.524087886946e-15       6.570836735104e-16       4.295769526946e-18       1.697002712409e-17 
 1731       5.179414734458e-11       1.386911859414e-12      -3.354138953333e-12       8.518060402338e-15       6.554735551898e-16       4.267256294709e-18       1.667103348965e-17 
 1732       5.178055755401e-11       1.375731444539e-12      -3.328788396209e-12       8.512014259322e-15       6.538681331907e-16       4.244547176708e-18       1.637208532137e-17 
 1733       5.176527868965e-11       1.364697574732e-12      -3.303020138615e-12       8.505948671546e-15       6.522673919765e-16       4.227636485360e-18       1.607321891581e-17 
 1734       5.174828985724e-11       1.353812776005e-12      -3.276847228866e-12       8.499862849029e-15       6.506713158443e-16       4.216518436628e-18       1.577447073079e-17 
 1735       5.172957008541e-11       1.343079584042e-12      -3.250282779965e-12       8.493755998149e-15       6.490798889241e-16       4.211187149848e-18       1.547587738561e-17 
 1736       5.170909832559e-11       1.332500544214e-12      -3.223339969702e-12       8.487627321645e-15       6.474930951788e-16       4.211636647559e-18       1.517747566129e-17 
 1737       5.168685345191e-11       1.322078211590e-12      -3.196032040751e-12       8.481476018609e-15       6.459109184039e-16       4.217860855327e-18       1.487930250080e-17 
 1738       5.166281426107e-11       1.311815150954e-12      -3.168372300762e-12       8.475301284478e-15       6.443333422271e-16       4.229853601575e-18       1.458139500927e-17 
 1739       5.163695947227e-11       1.301713936814e-12      -3.140374122457e-12       8.469102311033e-15       6.427603501080e-16       4.247608617407e-18       1.428379045422e-17 
 1740       5.160926772709e-11       1.291777153418e-12      -3.112050943728e-12       8.462878286390e-15       6.411919253379e-16       4.271119536436e-18       1.398652626583e-17 
 1741       5.157971758940e-11       1.282007394762e-12      -3.083416267727e-12       8.456628395000e-15       6.396280510396e-16       4.300379894613e-18       1.368964003709e-17 
 1742       5.154828754526e-11       1.272407264610e-12      -3.054483662967e-12       8.450351817635e-15       6.380687101666e-16       4.335383130052e-18       1.339316952411e-17 
 1743       5.151495600278e-11       1.262979376501e-12      -3.025266763414e-12       8.444047731393e-15       6.365138855036e-16       4.376122582857e-18       1.309715264629e-17 
 1744       5.147970129208e-11       1.253726353764e-12      -2.995779268581e-12       8.437715309683e-15       6.349635596655e-16       4.422591494950e-18       1.280162748658e-17 
 1745       5.144250166513e-11       1.244650829533e-12      -2.966034943627e-12       8.431353722228e-15       6.334177150973e-16       4.474783009897e-18       1.250663229170e-17 
